"","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Date","Publisher","Conference.Name","fishy","RC6","RC0","RC7","RC1","RC4","RC2","RC3","RC10","NR","RC11","RC9","RC5"
"4194",2007,"Mochizuki, Masashi; Asada, Akira; Ura, Tamaki; Tanaka, Teruki; Zheng, Hong; Ensign, Tom; Kawai, Koji; Colombo, Oscar L.; Nagahashi, Kenji","Development of seafloor geodetic observation system based on AUV technology","International Symposium on Underwater Technology, UT 2007 - International Workshop on Scientific Use of Submarine Cables and Related Technologies 2007","","","10.1109/UT.2007.370789","2007","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4195",2022,"Moran, Xose Anxelu G.; Garcia, Francisca C.; Rostad, Anders; Silva, Luis; Al-Otaibi, Najwa; Irigoien, Xabier; Calleja, Maria Ll.","Diel dynamics of dissolved organic matter and heterotrophic prokaryotes reveal enhanced growth at the ocean's mesopelagic fish layer during daytime","Science of the Total Environment","","00489697","10.1016/j.scitotenv.2021.150098","2022","","",1,0,0,0,0,0,0,1,0,0,0,0,0
"4196",2013,"Morris, Kirsty J.; Tyler, Paul A.; Masson, Doug G.; Huvenne, Veerle I.A.; Rogers, Alex D.","Distribution of cold-water corals in the whittard canyon, NE atlantic ocean","Deep-Sea Research Part II: Topical Studies in Oceanography","","09670645","10.1016/j.dsr2.2013.03.036","2013","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4197",2004,"Mortensen, Pal B.; Buhl-Mortensen, Lene","Distribution of deep-water gorgonian corals in relation to benthic habitat features in the Northeast Channel (Atlantic Canada)","Marine Biology","","00253162","10.1007/s00227-003-1280-8","2004","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4198",2011,"Morishita, Tomoaki; Tani, Kenichiro; Shukuno, Hiroshi; Harigane, Yumiko; Tamura, Akihiro; Kumagai, Hidenori; Hellebrand, Eric","Diversity of melt conduits in the Izu-Bonin-Mariana forearc mantle: Implications for the earliest stage of arc magmatism","Geology","","00917613","10.1130/G31706.1","2011","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4199",2023,"Montefalcone, Monica; Bianchi, Carlo Nike","Editorial: Seascape Ecology: from characterization to evaluation of state and change over time","Frontiers in Marine Science","","22967745","10.3389/fmars.2023.1254749","2023","","",0,1,0,0,0,0,1,0,0,0,0,0,0
"4200",1998,"Moser, Mary L.; Auster, Peter J.; Bichy, John B.","Effects of mat morphology on large Sargassum-associated fishes: Observations from a remotely operated vehicle (ROV) and free-floating video camcorders","Environmental Biology of Fishes","","03781909","10.1023/A:1007493412854","1998","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"4201",2006,"Morrison, M.; Carbines, G.","Estimating the abundance and size structure of an estuarine population of the sparid Pagrus auratus, using a towed camera during nocturnal periods of inactivity, and comparisons with conventional sampling techniques","Fisheries Research","","01657836","10.1016/j.fishres.2006.06.024","2006","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4202",2015,"Monteiro, Pedro; Bentes, Luis; Oliveira, Frederico; Afonso, Carlos M.L.; Rangel, Mafalda O.; Goncalves, Jorge M.S.","EUNIS habitat's thresholds for the Western coast of the Iberian Peninsula - A Portuguese case study","Journal of Sea Research","","13851101","10.1016/j.seares.2014.11.007","2015","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4203",2012,"Moline, Mark A.; Robbins, Ian; Zelenke, Brian; Pegau, W. Scott; Wijesekera, Hemantha","Evaluation of bio-optical inversion of spectral irradiance measured from an autonomous underwater vehicle","Journal of Geophysical Research: Oceans","","21699291","10.1029/2011JC007352","2012","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4204",2016,"Morgan, Kyle M.; Perry, Chris T.; Smithers, Scott G.; Johnson, Jamie A.; Daniell, James J.","Evidence of extensive reef development and high coral cover in nearshore environments: Implications for understanding coral adaptation in turbid settings","Scientific Reports","","20452322","10.1038/srep29616","2016","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4205",2016,"Moissette, Pierre; Koskeridou, Efterpi; Drinia, Hara; Cornee, Jean-Jacques","Facies associations in warm-temperate siliciclastic deposits: Insights from early Pleistocene eastern Mediterranean (Rhodes, Greece)","Geological Magazine","","00167568","10.1017/S0016756815000230","2016","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4206",2019,"Morgan, Nicole B.; Goode, Savannah; Roark, E. Brendan; Baco, Amy R.","Fine scale assemblage structure of benthic invertebrate megafauna on the north pacific seamount Mokumanamana","Frontiers in Marine Science","","22967745","10.3389/fmars.2019.00715","2019","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4207",2023,"Mossbrucker, Magdalena E.; Acuna-Marrero, David; Cundy, Megan E.; Fierro-Arcos, Denisse; Suarez-Moncada, Jenifer M.; Rastoin-Laplaine, Etienne; Salinas-De-Leon, Pelayo","First records of two rays and three bony fishes for the Galapagos Islands","Journal of the Marine Biological Association of the United Kingdom","","00253154","10.1017/S0025315423000176","2023","","",1,0,0,0,1,0,0,0,0,0,0,0,0
"4208",2003,"Morrison, J.N.; Evans, B.S.; James, T.S.; Allen, K.D.","Gambit MCM AUV: Overview and system performance","Oceans Conference Record (IEEE)","","01977385",NA,"2003","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4209",2022,"Morganti, T.M.; Slaby, B.M.; de Kluijver, A.; Busch, K.; Hentschel, U.; Middelburg, J.J.; Grotheer, H.; Mollenhauer, G.; Dannheim, J.; Rapp, H.T.; Purser, A.; Boetius, A.","Giant sponge grounds of Central Arctic seamounts are associated with extinct seep life","Nature Communications","","20411723","10.1038/s41467-022-28129-7","2022","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4210",2016,"Mouw, Colleen B.; Barnett, Audrey; McKinley, Galen A.; Gloege, Lucas; Pilcher, Darren","Global ocean particulate organic carbon flux merged with satellite parameters","EARTH SYSTEM SCIENCE DATA","","1866-3508","10.5194/essd-8-531-2016","2016","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4211",2004,"Moore, James G.; Clague, David A.","Hawaiian submarine manganese-iron oxide crusts - A dating tool?","Bulletin of the Geological Society of America","","00167606","10.1130/B25304.1","2004","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4212",2020,"Mo-Bjorkelund, Tore; Fossum, Trygve O.; Norgren, Petter; Ludvigsen, Martin","Hexagonal grid graph as a basis for adaptive sampling of ocean gradients using AUVs","2020 Global Oceans 2020: Singapore - U.S. Gulf Coast","","","10.1109/IEEECONF38699.2020.9389324","2020","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4213",2005,"Montaggioni, Lucien F.","History of Indo-Pacific coral reef systems since the last glaciation: Development patterns and controlling factors","Earth-Science Reviews","","00128252","10.1016/j.earscirev.2005.01.002","2005","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4214",2023,"Mouy, Xavier; Black, Morgan; Cox, Kieran; Qualley, Jessica; Dosso, Stan; Juanes, Francis","Identification of fish sounds in the wild using a set of portable audio-video arrays","Methods in Ecology and Evolution","","2041210X","10.1111/2041-210X.14095","2023","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4215",2007,"Moore, Sue E.; Howe, Bruce M.; Stafford, Kathleen M.; Boyd, Michael L.","Including whale Call detection in Standard Ocean measurements: Application of acoustic seagliders","Marine Technology Society Journal","","00253324","10.4031/002533207787442033","2007","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4216",2021,"Mowlem, Matt; Beaton, Alexander; Pascal, Robin; Schaap, Allison; Loucaides, Socratis; Monk, Sam; Morris, Andrew; Cardwell, Christopher L.; Fowell, Sara E.; Patey, Matthew D.; Lopez-Garcia, Patricia","Industry partnership: Lab on chip chemical sensor technology for ocean observing","Frontiers in Marine Science","","22967745","10.3389/fmars.2021.697611","2021","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4217",2021,"Morganti, Teresa M.; Purser, Autun; Rapp, Hans Tore; German, Christopher R.; Jakuba, Michael V.; Hehemann, Laura; Blendl, Jonas; Slaby, Beate M.; Boetius, Antje","In situ observation of sponge trails suggests common sponge locomotion in the deep central Arctic","Current Biology","","09609822","10.1016/j.cub.2021.03.014","2021","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4218",2022,"Montagnini, Luca; Manarini, Tania; Armelloni, Enrico Nicola; Manini, Elena; Moro, Fabrizio; Penna, Pierluigi; Scanu, Martina; Spagnolo, Alessandra; Strafella, Pierluigi; Nora Tassetti, Anna; Fabi, Gianna","Integrated monitoring approach for habitat mapping","2022 IEEE International Workshop on Metrology for the Sea; Learning to Measure Sea Health Parameters, MetroSea 2022 - Proceedings","","","10.1109/MetroSea55331.2022.9950833","2022","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4219",1990,"Moore, J.C.; Orange, D.; Kulm, L.D.","Interrelationship of fluid venting and structural evolution: Alvin observations from the frontal accretionary prism, Oregon","Journal of Geophysical Research","","01480227","10.1029/JB095iB06p08795","1990","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4220",1998,"Morison, JH; McPhee, MG","Lead convection measured with an autonomous underwater vehicle","JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS","","","10.1029/97JC02264","1998","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4221",2020,"Morgan KM, Moynihan MA, Sanwlani N, Switzer AD","Light limitation and depth-variable sedimentation drives vertical reef compression on turbid coral reefs","Frontiers in Marine Science","","","10.3389/fmars.2020.571256","2020","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4222",2011,"Mordecai, Gideon; Tyler, Paul A.; Masson, Douglas G.; Huvenne, Veerle A.I.","Litter in submarine canyons off the west coast of Portugal","Deep-Sea Research Part II: Topical Studies in Oceanography","","09670645","10.1016/j.dsr2.2011.08.009","2011","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4223",1999,"Morrison, Archie T.; Williams III, Albert J.","Location and recovery of lost instruments using acoustic targets","Oceans Conference Record (IEEE)","","01977385",NA,"1999","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4224",1992,"Momma, Hiroyasu; Mitsuzawa, Kyohiko; Matsumoto, Takeshi; Hotta, Hiroshi","Long-term sea floor observations in jamstec","OCEANS 1992 - Proceedings: Mastering the Oceans Through Technology","","","10.1109/OCEANS.1992.607667","1992","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4225",2012,"Morris, Kirsty; Tyler, Paul A.; Murton, Bramley; Rogers, Alex D.","Lower bathyal and abyssal distribution of coral in the axial volcanic ridge of the Mid-Atlantic Ridge at 45Â°N","Deep-Sea Research Part I: Oceanographic Research Papers","","09670637","10.1016/j.dsr.2011.11.009","2012","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4226",2017,"Morais, R.A.; Maia, H.A.","Lush underwater forests in mesophotic reefs of the Gulf of Guinea","Coral Reefs","","07224028","10.1007/s00338-016-1523-z","2017","","",0,1,0,0,0,0,0,0,0,0,0,0,0
"4227",2004,"Morishita, Tomoaki; Maeda, Jinichiro; Miyashita, Sumio; Matsumoto, Takeshi; Dick, Henry J.B.","Magmatic srilankite (Ti2ZrO6) in gabbroic vein cutting oceanic peridotites: An unusual product of peridotite-melt interactions beneath slow-spreading ridges","American Mineralogist","","0003004X","10.2138/am-2004-5-609","2004","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4228",2022,"Moser, Julia; Moraes, Fernando C.; Castello-Branco, Cristiana; Pequeno, Carolline B.; Muricy, Guilherme","Manned submersible dives reveal a singular assemblage of Hexactinellida (Porifera) off the Amazon River mouth, Northern Brazil","Zootaxa","","11755326","10.11646/zootaxa.5105.1.4","2022","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4229",2017,"Moldoveanu, Nick; Caprioli, Philippe; Kjellesvig, B.A.; Ishak, Margaret; Beecher, Michael; Mulisheva, Liubov; Pai, Sudhir","Marine seismic acquisition with autonomous marine vehicles towing 3D sensor arrays","Leading Edge","","1070485X","10.1190/tle36070558.1","2017","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4230",1991,"Morrison, J.A.; Napier, I.R.; Gamble, J.C.","Mass mortality of herring eggs associated with a sedimenting diatom bloom","ICES Journal of Marine Science","","10543139","10.1093/icesjms/48.2.237","1991","","",0,0,0,0,1,1,0,0,0,0,0,0,0
"4231",2012,"Morsilli, Michele; Bosellini, Francesca R.; Pomar, Luis; Hallock, Pamela; Aurell, Marc; Papazzoni, Cesare A.","Mesophotic coral buildups in a prodelta setting (Late Eocene, southern Pyrenees, Spain): A mixed carbonate-siliciclastic system","Sedimentology","","13653091","10.1111/j.1365-3091.2011.01275.x","2012","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4232",1996,"Moser, Mary L.; Ross, Steve W.; Sulak, Kenneth J.","Metabolic responses to hypoxia of <i>Lycenchelys verrillii</i> (wolf eelpout) and <i>Glyptocephalus cynoglossus</i> (witch flounder): Sedentary bottom fishes of the Hatteras/Virginia middle slope","Marine Ecology Progress Series","","01718630","10.3354/meps144057","1996","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4233",2023,"Moya-Urbano, Elena; Urra, Javier; Gofas, Serge; Gallardo-Nunez, Marina; Mateo-Ramirez, Angel; Farias, Carlos; Ordinas, Xisco; Caballero-Herrera, J. Antonio; Barcenas, Patricia; Garcia-Ruiz, Cristina; Rueda, Jose Luis","Molluscan assemblages in shelf and slope sedimentary habitats of the Northern Alboran Sea and their linkage to environmental variables","Regional Studies in Marine Science","","23524855","10.1016/j.rsma.2023.103077","2023","","",0,0,0,1,0,0,0,0,0,0,0,0,0
"4234",2023,"Montalbetti, Enrico; Cavallo, Sofia; Azzola, Annalisa; Montano, Simone; Galli, Paolo; Montefalcone, Monica; Seveso, Davide","Mucilage-induced necrosis reveals cellular oxidative stress in the Mediterranean gorgonian <i>Paramuricea clavata</i>","Journal of Experimental Marine Biology and Ecology","","00220981","10.1016/j.jembe.2022.151839","2023","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"4235",2019,"Moccia, Davide; Cau, Alessandro; Alvito, Andrea; Canese, Simonepietro; Cannas, Rita; Bo, Marzia; Angiolillo, Michela; Follesa, Maria Cristina","New sites expanding the ""Sardinian cold-water coral province"" extension: A new potential cold-water coral network?","Aquatic Conservation: Marine and Freshwater Ecosystems","","10527613","10.1002/aqc.2975","2019","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4236",2019,"Morgan, Nicole B.; Baco, Amy R.","Observation of a high abundance aggregation of the deep-sea urchin Chaetodiadema pallidum A. Agassiz and H.L. Clark, 1907 on the Northwestern Hawaiian Island Mokumanamana","Deep-Sea Research Part I: Oceanographic Research Papers","","09670637","10.1016/j.dsr.2019.06.013","2019","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4237",2008,"Mortensen, P.B.; Buhl-Mortensen, L.; Gebruk, A.V.; Krylova, E.M.","Occurrence of deep-water corals on the Mid-Atlantic Ridge based on MAR-ECO data","Deep-Sea Research Part II: Topical Studies in Oceanography","","09670645","10.1016/j.dsr2.2007.09.018","2008","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4238",1995,"Moore, James G.; Chadwick, William W.","Offshore geology of Mauna Loa and adjacent areas, Hawaii","Geophysical Monograph Series","","00658448","10.1029/GM092p0021","1995","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4239",2016,"Monk, Jacquomo; Barrett, Neville S.; Hill, Nicole A.; Lucieer, Vanessa L.; Nichol, Scott L.; Siwabessy, Paulus Justy W.; Williams, Stefan B.","Outcropping reef ledges drive patterns of epibenthic assemblage diversity on cross-shelf habitats","Biodiversity and Conservation","","09603115","10.1007/s10531-016-1058-1","2016","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4240",1972,"Monopoli, R.; Hsing, C.","Parameter adaptive control of deep submergence vehicles","Oceans Conference Record (IEEE)","","01977385","10.1109/OCEANS.1972.1161199","1972","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4241",2023,"Moore, Daniel M.; Flink, Anne Elina; Prendergast, Eva; Gilbert, Antony","Personal submersibles offer novel ecological research access to Antarctic waters: an example, with observations of the rarely encountered scyphozoan¡i¿ Stygiomedusa¡/i¿ gigantea","Polar Research","","0800-0395","10.33265/polar.v42.8873","2023","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"4242",2021,"Morgan, Nicole B.; Baco, Amy R.","Recent fishing footprint of the high-seas bottom trawl fisheries on the Northwestern Hawaiian Ridge and Emperor Seamount Chain: A finer-scale approach to a large-scale issue","Ecological Indicators","","1470160X","10.1016/j.ecolind.2020.107051","2021","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4243",1982,"Monin, A.S.; Litvin, V.M.; Podrazhansky, A.M.; Sagalevich, A.M.; Sorokhtin, O.G.; Voitov, V.I.; Yastrebov, V.S.; Zonenshain, L.P.","Red sea submersible research expedition","Deep Sea Research Part A, Oceanographic Research Papers","","01980149","10.1016/0198-0149(82)90100-5","1982","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4244",1990,"Moore, James G.; Normark, William R.; Szabo, Barney J.","Reef growth and volcanism on the submarine southwest rift zone of Mauna Loa, Hawaii","Bulletin of Volcanology","","14320819","10.1007/BF00302049","1990","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4245",2020,"Mohd, Mohd Hairil; Rahman, Mohd Asamudin A.; Nazri, Muhammad Nadzrin; Tan, Chun Hong; Lim, Chuin Siew; Mustapa, Baharim; Shaari, Hasrizal; Hii, Yii Siang; Kim, Do Kyun","Reefing viability index for rigs-to-reefs (R2R) in Malaysia","Scientific World Journal","","23566140","10.1155/2020/4695894","2020","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"4246",2005,"Moline, Mark A.; Blackwell, Shelley M.; von Alt, Chris; Allen, Ben; Austin, Thomas; Case, James; Forrester, Ned; Goldsborough, Robert; Purcell, Mike; Stokey, Roger","Remote environmental monitoring units: An autonomous vehicle for characterizing coastal environments","Journal of Atmospheric and Oceanic Technology","","07390572","10.1175/JTECH1809.1","2005","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4247",2011,"Monk, J.; Ierodiaconou, D.; Bellgrove, A.; Harvey, E.; Laurenson, L.","Remotely sensed hydroacoustics and observation data for predicting fish habitat suitability","CONTINENTAL SHELF RESEARCH","","0278-4343","10.1016/j.csr.2010.02.012","2011","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4248",2009,"Moline, Mark A.; Schofield, Oscar","Remote real-time video-enabled docking for underwater autonomous platforms","Journal of Atmospheric and Oceanic Technology","","07390572","10.1175/2009JTECHO666.1","2009","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4249",2023,"Montes-Herrera, Juan C.; Hill, Nicole; Cummings, Vonda J.; Johnstone, Glenn J.; Stark, Jonathan S.; Lucieer, Vanessa","Remote sensing of Antarctic polychaete reefs (<i>Serpula narconensis</i>): reproducible workflows for quantifying benthic structural complexity with action cameras, remotely operated vehicles and structure-from-motion photogrammetry","Remote Sensing in Ecology and Conservation","","20563485","10.1002/rse2.358","2023","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4250",2018,"Morais, Juliano; Medeiros, Aline P. M.; Santos, Braulio A.","Research gaps of coral ecology in a changing world","MARINE ENVIRONMENTAL RESEARCH","","0141-1136","10.1016/j.marenvres.2018.06.021","2018","","",0,1,0,0,0,0,0,0,0,0,0,0,0
"4251",2002,"Moura, Rodrigo L.; Castro, Ricardo M.C.","Revision of Atlantic sharpnose pufferfishes (Tetraodontiformes: Tetraodontidae: Canthigaster), with description of three new species","Proceedings of the Biological Society of Washington","","0006324X",NA,"2002","","",1,0,0,0,1,0,0,0,1,0,0,0,0
"4252",2020,"Mosman, Jesse D; Henderson, Christopher J; Olds, Andrew D; Gilby, Ben L; Schlacher, Thomas A","Seascape connectivity exerts differing effects for fish assemblages in distinct habitats of the surf zones of ocean beaches","ICES Journal of Marine Science","","10543139","10.1093/icesjms/fsaa018","2020","","",0,0,0,0,1,1,0,0,0,0,0,0,0
